Diện tích,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Latitude,Longitude,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Pháp lý,Nội thất
107 m²,12 tỷ,4 tầng,6 phòng,4 phòng,16.0384103,108.2102949,"5,19 m",30 m,Đông - Bắc,,Sổ đỏ/ Sổ hồng,
250 m²,46 tỷ,9 tầng,9 phòng,9 phòng,16.0793647,108.2336744,10 m,42 m,Đông - Nam,,Sổ đỏ/ Sổ hồng,
102 m²,8 tỷ,2 tầng,3 phòng,3 phòng,16.0735773,108.241089,5 m,5 m,Tây,,Sổ đỏ/ Sổ hồng,
"78,7 m²","8,7 tỷ",3 tầng,4 phòng,3 phòng,16.0659745,108.192036,"4,5 m","10,5 m",Tây,,,
"60,1 m²","3,45 tỷ",3 tầng,4 phòng,3 phòng,16.0641136437785,108.167150354935,"5,8 m",3 m,Tây - Nam,,Sổ đỏ/ Sổ hồng,
"97,7 m²","3,15 tỷ",2 tầng,3 phòng,2 phòng,16.0483159012773,108.180916309256,5 m,"3,5 m",Đông,,Sổ đỏ/ Sổ hồng.,Đầy đủ
80 m²,"5,59 tỷ",3 tầng,3 phòng,4 phòng,16.0701176595968,108.16256181101,5 m,6 m,Đông - Nam,,Sổ đỏ/ Sổ hồng,
"52,7 m²","2,65 tỷ",1 tầng,2 phòng,2 phòng,16.0793647,108.2336744,"5,5 m",2 m,Bắc,,Sổ đỏ/ Sổ hồng.,
"132,6 m²","8,2 tỷ",2 tầng,3 phòng,2 phòng,16.0816673601018,108.235193810534,8 m,5 m,Đông - Nam,,Sổ đỏ/ Sổ hồng.,
112 m²,"4,5 tỷ",,3 phòng,,15.9967524481178,108.266146823894,7 m,,,,,
45 m²,"2,69 tỷ",2 tầng,2 phòng,2 phòng,16.06505,108.2158955,4 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
121 m²,"5,3 tỷ",2 tầng,3 phòng,3 phòng,16.0847145,108.2110626,"6,85 m",3 m,Đông - Bắc,,Sổ đỏ/ Sổ hồng,Cơ bản
"93,7 m²","12,5 tỷ",7 tầng,20 phòng,21 phòng,16.0034063,108.2216263,,"7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
85 m²,20 tỷ,8 tầng,13 phòng,14 phòng,16.0527051,108.2443032,5 m,"7,5 m",Đông,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
"98,3 m²","8,9 tỷ",3 tầng,3 phòng,3 phòng,16.0338157,108.2135104,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
70 m²,"5,5 tỷ",3 tầng,3 phòng,3 phòng,16.0301603,108.2134324,,,,,Sổ đỏ/ Sổ hồng.,Cơ bản.
84 m²,"6,8 tỷ",3 tầng,3 phòng,3 phòng,16.0266529,108.21202,,"7,5 m",Đông - Nam,,Sổ đỏ/ Sổ hồng,Cơ bản
550 m²,"24,5 tỷ",2 tầng,2 phòng,2 phòng,15.9926319122314,108.269371032715,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
56 m²,Thỏa thuận,2 tầng,2 phòng,2 phòng,16.0895284,108.2175354,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
180 m²,36 tỷ,4 tầng,6 phòng,6 phòng,16.0685886,108.2207482,,,Bắc,,Sổ đỏ/ Sổ hồng,Không nội thất.
90 m²,"7,9 tỷ",2 tầng,4 phòng,3 phòng,16.0408909,108.2162361,,,,,Sổ đỏ/ Sổ hồng,Cơ bản
"92,5 m²",Thỏa thuận,3 tầng,3 phòng,3 phòng,16.0418434,108.2125346,5 m,"5,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
200 m²,Thỏa thuận,2 tầng,4 phòng,5 phòng,16.0019983,108.2199588,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
112 m²,"3,5 tỷ",2 tầng,4 phòng,,16.0953474918856,108.244990409967,,,,,,
200 m²,Thỏa thuận,,,,16.0072877,108.2290564,10 m,"7,5 m",,,Sổ đỏ,
90 m²,"7,9 tỷ",2 tầng,4 phòng,3 phòng,16.0408909,108.2162361,,,,,Sổ đỏ/ Sổ hồng,Cơ bản
"92,5 m²",Thỏa thuận,3 tầng,3 phòng,3 phòng,16.0418434,108.2125346,5 m,"5,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
200 m²,Thỏa thuận,2 tầng,4 phòng,5 phòng,16.0019983,108.2199588,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
112 m²,"3,5 tỷ",2 tầng,4 phòng,,16.0953474918856,108.244990409967,,,,,,
200 m²,Thỏa thuận,,,,16.0072877,108.2290564,10 m,"7,5 m",,,Sổ đỏ,
213 m²,138 triệu/m²,1 tầng,2 phòng,2 phòng,16.0705598,108.2187672,,,,,Sổ đỏ/ Sổ hồng,Cơ bản
"92,9 m²",Thỏa thuận,2 tầng,3 phòng,2 phòng,16.0823663,108.2187165,5 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
138 m²,Thỏa thuận,3 tầng,3 phòng,4 phòng,16.0467034,108.1759834,5 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
213 m²,140 triệu/m²,1 tầng,2 phòng,2 phòng,16.0705598,108.2187672,7 m,,,,Sổ đỏ/ Sổ hồng,
160 m²,6 tỷ,,,,16.0646282132315,108.166917700306,,,Đông,,,
300 m²,"17,5 tỷ",,,,16.0462601384725,108.244607176968,,,,,,
52 m²,"4,7 tỷ",2 tầng,2 phòng,2 phòng,16.047604314514,108.246645730691,5 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
300 m²,17 tỷ,,,,16.0173435211182,108.241027832031,15 m,12 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ
198 m²,"14,3 tỷ",3 tầng,5 phòng,5 phòng,16.0588141592124,108.183229600768,10 m,"11,5 m",,,Sổ đỏ/ Sổ hồng.,Cơ bản
100 m²,"3,99 tỷ",3 tầng,3 phòng,3 phòng,15.9919163391684,108.21208230884,5 m,"5,5 m",Bắc,,Sổ đỏ/ Sổ hồng,
108 m²,"18,5 tỷ",5 tầng,8 phòng,4 phòng,16.0883827209473,108.228889465332,,,Tây - Nam,Đông - Bắc,,
"56,2 m²","10,5 tỷ",2 tầng,3 phòng,2 phòng,16.0792639669439,108.214847211531,"4,9 m",20 m,Đông,,Sổ đỏ/ Sổ hồng,
95 m²,"7,65 tỷ",3 tầng,3 phòng,3 phòng,16.0355507736344,108.210405720686,5 m,"7,5 m",Nam,Đông,Sổ đỏ/ Sổ hồng,Đầy đủ
300 m²,30 tỷ,5 tầng,4 phòng,4 phòng,16.1065676,108.258993,15 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
79 m²,"18,6 tỷ",4 tầng,4 phòng,4 phòng,16.0709641,108.2211734,5 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
80 m²,"11,9 tỷ",3 tầng,3 phòng,3 phòng,16.0592317,108.2181951,5 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
167 m²,"7,65 tỷ",2 tầng,3 phòng,2 phòng,15.9872777583043,108.236148211905,"8,2 m",,,,Sổ đỏ/ Sổ hồng,Đầy đủ
136 m²,"19,5 tỷ",4 tầng,4 phòng,4 phòng,16.0446837,108.2185745,5 m,33 m,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
60 m²,Thỏa thuận,4 tầng,6 phòng,6 phòng,16.0509955075865,108.243896214045,,,Tây - Nam,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ
106 m²,"3,83 tỷ",,3 phòng,2 phòng,16.1026630545408,108.246269974588,5 m,"5,5 m",Đông,,Sổ đỏ/ Sổ hồng,
42 m²,"4,85 tỷ",1 tầng,1 phòng,1 phòng,16.0467593,108.2424428,"4,3 m",,,,Sổ đỏ/ Sổ hồng,Đầy đủ
58 m²,"12,5 tỷ",5 tầng,4 phòng,2 phòng,16.063039931633,108.210668969272,"4,2 m",15 m,Tây,,Sổ đỏ/ Sổ hồng,
250 m²,"14,8 tỷ",,,,16.0299034118652,108.240165710449,10 m,11 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ
129 m²,"9,2 tỷ",5 tầng,13 phòng,14 phòng,15.9805920049537,108.254827260975,7 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,
150 m²,Thỏa thuận,,,,15.9829578399658,108.233421325684,"7,5 m","7,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
116 m²,"6,25 tỷ",3 tầng,3 phòng,4 phòng,16.0945004455655,108.226851282769,5 m,"5,5 m",Đông - Bắc,,Sổ đỏ/ Sổ hồng,Đầy đủ
100 m²,"4,25 tỷ",1 tầng,2 phòng,1 phòng,16.0973042419627,108.232213979824,,"7,5 m",Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,
75 m²,"7,6 tỷ",2 tầng,2 phòng,,16.0584608828847,108.21325776299,,8 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ
81 m²,7 tỷ,3 tầng,3 phòng,3 phòng,16.038602446693,108.223277152248,6 m,"5,5 m",Tây - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ
54 m²,"1,99 tỷ",,,1 phòng,16.0923728942871,108.126586914063,"5,3 m",,,,,
120 m²,"11,5 tỷ",3 tầng,5 phòng,5 phòng,16.0921192169189,108.225578308105,6 m,"10,5 m",Tây - Nam,,Sổ đỏ/ Sổ hồng,Cơ bản
83 m²,"2,7 tỷ",1 tầng,2 phòng,1 phòng,,,"4,5 m",2 m,Đông,,Sổ đỏ/ Sổ hồng,
90 m²,"6,6 tỷ",1 tầng,4 phòng,4 phòng,16.0409787979433,108.216307088319,"4,5 m","7,5 m",,,Sổ đỏ/ Sổ hồng,Cơ bản
40 m²,"2,95 tỷ",2 tầng,2 phòng,2 phòng,16.0611010372376,108.218483380548,,"2,5 m",Tây,Tây,Sổ đỏ/ Sổ hồng,Đầy đủ.
180 m²,44 tỷ,6 tầng,8 phòng,10 phòng,16.049235,108.2472165,10 m,"7,5 m",Đông,Đông,Sổ đỏ/ Sổ hồng,Đầy đủ
106 m²,"12,99 tỷ",4 tầng,3 phòng,4 phòng,16.0327278022625,108.222471471328,"6,2 m","10,5 m",Đông,Đông,Sổ đỏ/ Sổ hồng.,Đầy đủ.
197 m²,Thỏa thuận,6 tầng,22 phòng,23 phòng,21.0289486097874,105.852447225903,15 m,105 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ
300 m²,Thỏa thuận,3 tầng,5 phòng,4 phòng,16.034061769689,108.240347227685,15 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ.
125 m²,"5,9 tỷ",3 tầng,,,16.0729827880859,108.1611328125,5 m,,,,,
100 m²,"17,5 tỷ",7 tầng,16 phòng,16 phòng,16.0802916,108.2435332,5 m,15 m,Đông,Đông,Sổ đỏ/ Sổ hồng,Đầy đủ
166 m²,28 tỷ,6 tầng,18 phòng,18 phòng,16.0474625609641,108.246706093162,10 m,5 m,Đông,Đông,Sổ đỏ/ Sổ hồng.,Đầy đủ
56 m²,"3,6 tỷ",3 tầng,4 phòng,3 phòng,16.060627769556,108.216986843601,"4,2 m",6 m,,,Sổ đỏ/ Sổ hồng,Cơ bản.
85 m²,"5,2 tỷ",2 tầng,2 phòng,2 phòng,16.0414509235241,108.217905736595,"4,5 m","7,5 m",,,Sổ đỏ/ Sổ hồng,Cơ bản.
90 m²,"19,5 tỷ",2 tầng,2 phòng,2 phòng,16.049235,108.2472165,5 m,"7,5 m",Tây,Tây,Sổ đỏ/ Sổ hồng,Đầy đủ
125 m²,"6,5 tỷ",2 tầng,4 phòng,2 phòng,16.0513207682947,108.170202155293,"5,2 m","10,5 m",Đông - Bắc,,Sổ đỏ/ Sổ hồng.,
90 m²,"5,5 tỷ",2 tầng,3 phòng,2 phòng,16.0348192531648,108.220779879568,5 m,"5,5 m",,,Sổ đỏ/ Sổ hồng,Cơ bản.
"67,5 m²","9,5 tỷ",2 tầng,3 phòng,2 phòng,16.0492692,108.2452494,"4,5 m","3,75 m",Tây,Tây,Sổ đỏ/ Sổ hồng.,Đầy đủ.
100 m²,"4,4 tỷ",3 tầng,3 phòng,3 phòng,15.9929272,108.2119954,"5,5 m","10,5 m",Nam,Nam,Sổ đỏ/ Sổ hồng,Đầy đủ
550 m²,52 tỷ,,3 phòng,,16.0130214691162,108.263740539551,,,,,Sổ đỏ/ Sổ hồng,Cơ bản
55 m²,"5,6 tỷ",3 tầng,3 phòng,3 phòng,16.0481322529364,108.241362248696,5 m,6 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
70 m²,6 tỷ,3 tầng,3 phòng,3 phòng,21.0289486097874,105.852447225903,"4,8 m",7 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ
98 m²,"7,2 tỷ",3 tầng,5 phòng,5 phòng,16.0978623475888,108.24836318863,,"10,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
99 m²,9 tỷ,2 tầng,3 phòng,3 phòng,16.0246240861031,108.214290750571,5 m,"10,5 m",Tây - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ.
79 m²,"10,5 tỷ",3 tầng,,,16.0656209,108.1872238,,,,,Sổ đỏ/ Sổ hồng.,
100 m²,"6,35 tỷ",4 tầng,5 phòng,5 phòng,16.0167575112908,108.208990171121,5 m,11 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
85 m²,7 tỷ,,2 phòng,2 phòng,16.0560455298424,108.245128698229,5 m,5 m,Tây - Nam,,Sổ đỏ/ Sổ hồng,Đầy đủ
100 m²,"6,35 tỷ",3 tầng,5 phòng,5 phòng,16.0167604807021,108.208674949703,5 m,11 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ
155 m²,"10,9 tỷ",3 tầng,,,16.0238706,108.2124128,,"10,5 m",Đông - Bắc,,,
135 m²,"4,48 tỷ",3 tầng,3 phòng,4 phòng,16.076766,108.2121799,4 m,15 m,Bắc,Bắc,Sổ đỏ/ Sổ hồng,
120 m²,8 tỷ,,,,16.0793658026098,108.233428854175,"6,6 m",30 m,,,Sổ đỏ/ Sổ hồng,
95 m²,"7,69 tỷ",3 tầng,3 phòng,3 phòng,16.0357426180284,108.210252290816,5 m,15 m,Tây,Tây,Sổ đỏ/ Sổ hồng,Cơ bản
"249,7 m²",18 tỷ,3 tầng,,,21.0289486097874,105.852447225903,10 m,,,,Sổ đỏ/ Sổ hồng,
98 m²,"16,5 tỷ",3 tầng,3 phòng,3 phòng,16.0547429696198,108.240899449735,"4,1 m",15 m,Nam,Nam,Sổ đỏ/ Sổ hồng,
"102,5 m²","17,5 tỷ",7 tầng,13 phòng,14 phòng,16.0735773,108.241089,5 m,"7,5 m",Tây,,Sổ đỏ,Đầy đủ.
73 m²,"7,6 tỷ",2 tầng,2 phòng,2 phòng,16.0588331330997,108.21305017951,"4,3 m","7,5 m",,,Sổ đỏ/ Sổ hồng,Cơ bản
175 m²,"7,5 tỷ",2 tầng,3 phòng,3 phòng,16.088035188808,108.245475504327,5 m,55 m,Tây - Nam,Nam,Sổ đỏ/ Sổ hồng,Cơ bản.
87 m²,"8,5 tỷ",5 tầng,10 phòng,12 phòng,16.0520181831544,108.217656627484,17 m,4 m,Bắc,Bắc,Sổ đỏ/ Sổ hồng,Không nội thất
90 m²,"3,35 tỷ",,,,16.097477,108.2450375,5 m,"5,5 m",,,Sổ đỏ/ Sổ hồng,
120 m²,"3,9 tỷ",2 tầng,3 phòng,2 phòng,16.0896139271922,108.146969559916,5 m,6 m,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ.
98 m²,"7,8 tỷ",3 tầng,4 phòng,4 phòng,16.0692484,108.1474603,5 m,5 m,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Cơ bản
"126,1 m²","15,2 tỷ",4 tầng,8 phòng,9 phòng,16.0662417,108.2086099,"3,06 m",7 m,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng.,Đầy đủ.
45 m²,"4,58 tỷ",3 tầng,3 phòng,3 phòng,16.0652145025444,108.187334743044,"3,5 m",7 m,Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ
88 m²,"2,88 tỷ",2 tầng,2 phòng,1 phòng,16.0682774,108.1974769,"8,4 m",3 m,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng.,Cơ bản.
100 m²,"9,5 tỷ",4 tầng,5 phòng,5 phòng,16.0424598149228,108.211034784273,5 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ.
"90,1 m²","6,25 tỷ",2 tầng,3 phòng,2 phòng,16.0210869414423,108.215498268144,,"10,5 m",,,Sổ đỏ/ Sổ hồng,Cơ bản.
490 m²,"26,5 tỷ",2 tầng,2 phòng,2 phòng,15.9926319122314,108.269371032715,,,,,Sổ đỏ/ Sổ hồng,Cơ bản
100 m²,"9,5 tỷ",4 tầng,5 phòng,5 phòng,16.0422716334229,108.210953062932,5 m,8 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
106 m²,Thỏa thuận,1 tầng,2 phòng,1 phòng,16.0585317889196,108.165633673072,,,Đông - Bắc,,Sổ đỏ/ Sổ hồng,Đầy đủ
125 m²,"21,5 tỷ",6 tầng,9 phòng,8 phòng,16.0305954566428,108.208540885933,5 m,33 m,,,Sổ đỏ/ Sổ hồng.,
75 m²,"6,2 tỷ",3 tầng,,,16.0853407813099,108.217223206257,"5,27 m",,,,Sổ đỏ/ Sổ hồng,
36 m²,"3,1 tỷ",4 tầng,5 phòng,4 phòng,16.0703722153284,108.185421189539,7 m,5 m,,,Sổ đỏ/ Sổ hồng,
84 m²,11 tỷ,2 tầng,3 phòng,2 phòng,16.0512512952819,108.245386251143,"3,6 m",11 m,Nam,Nam,Sổ đỏ/ Sổ hồng,Cơ bản
85 m²,"6,8 tỷ",4 tầng,4 phòng,4 phòng,16.0678072406476,108.172192192047,5 m,5 m,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ.
65 m²,"7,9 tỷ",4 tầng,7 phòng,7 phòng,16.0881127322168,108.218115311405,"5,2 m","5,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ.
159 m²,"9,8 tỷ",1 tầng,1 phòng,1 phòng,16.0503063857187,108.215141282087,"6,3 m","10,5 m",,,Sổ đỏ/ Sổ hồng,
580 m²,Thỏa thuận,,,,16.006965637207,108.265907287598,,,,,,
90 m²,"15,8 tỷ",7 tầng,13 phòng,13 phòng,16.0878994389722,108.247126147917,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
100 m²,"3,8 tỷ",1 tầng,2 phòng,2 phòng,15.9987507439924,108.215409053165,5 m,55 m,Đông,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
85 m²,"6,6 tỷ",3 tầng,4 phòng,4 phòng,16.0275687,108.2116278,"4,8 m","7,5 m",Đông,,Sổ đỏ/ Sổ hồng.,
86 m²,Thỏa thuận,3 tầng,3 phòng,3 phòng,16.0649861,108.1985332,5 m,,Bắc,,Sổ đỏ/ Sổ hồng,
60 m²,"3,78 tỷ",3 tầng,3 phòng,3 phòng,16.02508073947,108.213757773189,,,Tây,,Sổ đỏ/ Sổ hồng,
85 m²,"14,3 tỷ",3 tầng,3 phòng,2 phòng,16.0523269,108.2177412,"6,1 m",,Tây,,Sổ đỏ/ Sổ hồng,
"374,29 m²","89,7 tỷ",3 tầng,,,16.0883827209473,108.228889465332,15 m,"15,5 m",,,Đang chờ sổ,
"85,5 m²","6,35 tỷ",3 tầng,3 phòng,,16.0779653,108.1605179,,"10,5 m",,,,
90 m²,"6,5 tỷ",3 tầng,4 phòng,4 phòng,16.0772374342055,108.158913393632,,,,,,Full nội thất
300 m²,Thỏa thuận,4 tầng,5 phòng,6 phòng,16.0166301727295,108.244453430176,,,,,,
"196,6 m²",Thỏa thuận,6 tầng,22 phòng,22 phòng,16.0785644795203,108.236708261259,,"10,5 m",Tây,,Sổ đỏ/ Sổ hồng,
85 m²,"12,9 tỷ",,,,16.0515136,108.2454557,,"10,5 m",,,,
76 m²,"7,25 tỷ",4 tầng,3 phòng,5 phòng,16.0340383178132,108.215102835541,5 m,,Đông,,,
289 m²,75 tỷ,5 tầng,,,16.1033721108415,108.282036592126,10 m,,,,Sổ đỏ/ Sổ hồng,
83 m²,"12,1 tỷ",3 tầng,3 phòng,2 phòng,16.0509709,108.2453006,5 m,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
150 m²,10 tỷ,2 tầng,3 phòng,3 phòng,16.0819969177246,108.238128662109,"7,5 m","7,5 m",Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ
95 m²,"7,45 tỷ",3 tầng,,,16.0267758163163,108.243155967663,,"11,5 m",,,,
60 m²,Thỏa thuận,,,1 phòng,16.0923728942871,108.126586914063,,,Tây - Bắc,Tây - Bắc,,
80 m²,"8,4 tỷ",5 tầng,9 phòng,10 phòng,16.0690085,108.2352123,5 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,
195 m²,24 tỷ,4 tầng,5 phòng,6 phòng,16.0166301727295,108.244453430176,"7,5 m",33 m,Tây,Tây,,
108 m²,142 triệu/m²,3 tầng,5 phòng,6 phòng,16.0883827209473,108.228889465332,6 m,15 m,Đông,Đông - Nam,Sổ đỏ/ Sổ hồng,Không nội thất
105 m²,"12,6 tỷ",2 tầng,3 phòng,2 phòng,16.0497496,108.2407263,5 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,
250 m²,Thỏa thuận,3 tầng,3 phòng,4 phòng,16.0644493103027,108.233322143555,10 m,"10,5 m",Đông,,Sổ đỏ/ Sổ hồng,Đầy đủ
133 m²,"6,5 tỷ",2 tầng,2 phòng,3 phòng,16.0004463195801,108.233360290527,,"7,5 m",,,,Đầy đủ.
144 m²,16 tỷ,2 tầng,3 phòng,3 phòng,16.0432963,108.2442865,9 m,"10,5 m",,,,
42 m²,"4,2 tỷ",4 tầng,4 phòng,3 phòng,16.0555712220513,108.211773098986,4 m,4 m,,,Sổ đỏ/ Sổ hồng,Không nội thất.
100 m²,"3,95 tỷ",,3 phòng,2 phòng,16.0690532247477,108.147399886459,,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ
108 m²,"4,9 tỷ",3 tầng,,,15.9832468032837,108.252090454102,6 m,"10,5 m",Đông,,,
"252,5 m²",29 tỷ,3 tầng,3 phòng,4 phòng,16.0638632,108.2397864,"11,5 m","5,5 m",Bắc,,,
115 m²,Thỏa thuận,5 tầng,,,16.0454748248641,108.24735269339,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
101 m²,"5,09 tỷ",1 tầng,4 phòng,2 phòng,16.0251391,108.2146822,,"10,5 m",,,,Đầy đủ.
87 m²,18 tỷ,4 tầng,4 phòng,4 phòng,16.0672353,108.2077181,5 m,,,,Sổ đỏ/ Sổ hồng,Cơ bản
105 m²,"3,2 tỷ",,3 phòng,3 phòng,16.0980320831887,108.248247488304,"4,3 m",,,,Sổ đỏ/ Sổ hồng.,Đầy đủ
150 m²,"16,5 tỷ",3 tầng,5 phòng,,16.0305836546033,108.228473591502,8 m,,Đông,,Sổ đỏ/ Sổ hồng,Đầy đủ
290 m²,23 tỷ,,,,16.0593075257287,108.240126638304,10 m,,,,,
81 m²,"15,9 tỷ",6 tầng,,,16.0714964521004,108.240976816489,"4,5 m",,Đông - Nam,,,
90 m²,"4,5 tỷ",2 tầng,4 phòng,2 phòng,16.0213513,108.2509096,5 m,,Nam,,,
70 m²,"6,2 tỷ",4 tầng,4 phòng,5 phòng,16.0314969012741,108.231887602717,,"5,5 m",,,Sổ đỏ/ Sổ hồng,Đầy đủ
100 m²,"4,8 tỷ",2 tầng,2 phòng,1 phòng,16.0274185380024,108.247121079192,5 m,"5,5 m",,,Sổ đỏ/ Sổ hồng,
623 m²,Thỏa thuận,,3 phòng,2 phòng,16.0170230865479,108.260246276855,,,Đông - Nam,,Sổ đỏ/ Sổ hồng.,Đầy đủ
105 m²,"12,5 tỷ",3 tầng,,,16.0710568660369,108.195508027757,"5,5 m",10 m,Nam,,Sổ đỏ/ Sổ hồng,
100 m²,Thỏa thuận,2 tầng,,,16.0025198731033,108.261301905558,5 m,"5,5 m",Nam,,,
80 m²,"7,55 tỷ",2 tầng,3 phòng,2 phòng,16.0438597170948,108.237901139323,5 m,30 m,,,Sổ đỏ/ Sổ hồng,Đầy đủ.
52 m²,6 tỷ,5 tầng,5 phòng,3 phòng,16.0584164904897,108.210919119712,"4,76 m",,Tây,,Sổ đỏ/ Sổ hồng,Đầy đủ.
170 m²,"27,5 tỷ",,,,16.0304510493782,108.20879474043,5 m,,Đông,,Sổ đỏ/ Sổ hồng,
80 m²,6 tỷ,,,,16.0334303147436,108.216888954866,,"5,5 m",Tây - Bắc,,,
103 m²,15 tỷ,3 tầng,,,16.0503847150863,108.214931540409,"7,5 m",,,,,
120 m²,"13,5 tỷ",1 tầng,2 phòng,1 phòng,16.0484086627635,108.238548467412,5 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,
"97,6 m²","16,4 tỷ",2 tầng,3 phòng,2 phòng,16.0549851054788,108.240693975992,"4,07 m",15 m,Đông - Nam,,Sổ đỏ/ Sổ hồng,
"107,5 m²","4,2 tỷ",,,,15.9829578399658,108.233421325684,5 m,"10,5 m",Đông - Bắc,,Sổ đỏ/ Sổ hồng,Cơ bản
100 m²,26 tỷ,6 tầng,,,16.0597982,108.2304737,,15 m,,,,
110 m²,"5,99 tỷ",4 tầng,4 phòng,4 phòng,15.9829578399658,108.233421325684,5 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
50 m²,"2,2 tỷ",,,,16.0923728942871,108.126586914063,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
80 m²,"8,9 tỷ",3 tầng,3 phòng,4 phòng,16.0681484580575,108.192050757191,"4,5 m",11 m,,,"- Pháp lý rõ ràng, bán gấp, giá rẻ.",Cơ bản
160 m²,16 tỷ,2 tầng,4 phòng,,16.0338191689626,108.220366778083,10 m,"10,5 m",,,Sổ đỏ/ Sổ hồng.,Đầy đủ.
120 m²,Thỏa thuận,4 tầng,5 phòng,5 phòng,16.033109664917,108.224235534668,6 m,"7,5 m",,,Sổ đỏ/ Sổ hồng,"Đầy đủ - Nhà 4 tầng thiết kế phong cách tân cổ điển Châu Âu sang trọng, hoàn thiện móng cọc, tường 20cm, cửa Euro Window, kính Double phủ Low - e chống nóng và cản tia UV, ô chờ thang máy."
234 m²,60 triệu/m²,2 tầng,10 phòng,10 phòng,16.0459234943381,108.244507062976,"7,5 m",7 m,,,Sổ đỏ/ Sổ hồng.,Đầy đủ
150 m²,"22,5 tỷ",3 tầng,,,16.0779288319424,108.217236463373,"6,5 m",25 m,,,,
100 m²,4 tỷ,3 tầng,3 phòng,3 phòng,15.9919532694688,108.212046928616,,,,,Sổ đỏ/ Sổ hồng,Full nội thất đầy đủ.
"82,5 m²","3,6 tỷ",2 tầng,,,16.0618875276039,108.17504407616,,,,,Sổ hồng chính chủ.,
100 m²,"4,5 tỷ",3 tầng,3 phòng,3 phòng,16.0002354076627,108.212735074026,5 m,"5,5 m",Tây - Nam,Tây - Nam,Sổ đỏ/ Sổ hồng,"Đầy đủ Full nội thất, không thiếu thứ gì, bạn chỉ cần xách vali vào là ở ngay, tiện lợi như khách sạn 5 sao!"
96 m²,Thỏa thuận,,,,16.0796371490978,108.221948557151,5 m,,Nam,,,
170 m²,"27,5 tỷ",4 tầng,,,16.0304031937054,108.208655725607,,,,,Sổ đỏ/ Sổ hồng,
