Address,Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude
" 137 Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 4,35 tỷ ", 56 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,1m","9,2m",3,,
" 62 Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 2 tỷ , 70 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"17,5m",1,16.0477505,108.1694297
" Đường Trần Cao Vân, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 2,5 tỷ ", 50 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,12m,2,16.0660304,108.182963
" 129 Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,25 tỷ ", 52 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m","12,5m",3,,
" 69 Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 2,85 tỷ ", 60 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m","12,5m",3,16.0533557,108.1853664
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 4,38 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,3,16.0656447,108.2017156
" Đường Nguyễn Đình Tứ Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 2,85 tỷ ", 70 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,2,16.0507294,108.1792194
" Đường Bình An 7, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng"," 3,29 tỷ ", 52 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,13m,2,16.037304,108.2170335
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,1 tỷ ", 71 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m",15m,2,16.0583615,108.1683251
" 569 Đường Hoàng Diệu, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 2,35 tỷ ", 40 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,2,16.0505268,108.2188087
" Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,85 tỷ ", 86 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"21,5m",2,16.0515707,108.1690183
" Đường Tôn Thất Đạm, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 1,27 tỷ ", 30 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m","7,2m",1,16.0733641,108.2017478
" Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 1,68 tỷ ", 30 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,10m,2,16.052016,108.2141211
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,45 tỷ ", 61 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,6m",11m,1,16.0674661,108.1932536
" 407 Đường Lê Duẩn, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,25 tỷ ", 78 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,"11,1m",2,16.0664337,108.2068999
" Đường Phần Lăng 7, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,1 tỷ ", 44 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,11m,3,16.059016,108.1842694
" 249 Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,67 tỷ ", 50 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,2,16.0638683,108.1919701
" Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 3,15 tỷ ", 64 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,16m,3,16.0392505,108.1852671
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,2 tỷ ", 132 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,33m,2,16.0583615,108.1683251
" 249/115 Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,8 tỷ ", 81 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"20,5m",2,16.0657727,108.1920133
" Đường Trần Cao Vân, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 1,95 tỷ ", 30 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,10m,2,,
" 300 Đường Hải Phòng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 3,2 tỷ ", 73 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,8m",11m,2,16.0695465,108.2024317
" 408 Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 2,45 tỷ ", 55 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"13,6m",2,16.052016,108.2141211
" 40 Đường Nguyễn Hoàng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 2,98 tỷ ", 41 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,14m,3,16.0645438,108.2143279
" Đường Mẹ Suốt Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,5 tỷ ", 62 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"15,5m",2,,
" 123/83 Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,73 tỷ ", 50 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,17m,3,,
" 282 Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,8 tỷ ", 70 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"17,5m",3,16.0638683,108.1919701
" 282 Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,75 tỷ ", 50 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,17m,2,16.0638683,108.1919701
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,29 tỷ ", 101 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"25,25m",3,16.0638683,108.1919701
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,55 tỷ ", 51 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,7m","13,8m",3,16.0438995,108.2150564
" 77 Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 2,97 tỷ ", 77 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"15,4m",2,16.0844706,108.1395853
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,7 tỷ ", 60 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,3,16.0596637,108.1753966
" K382 Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 2,95 tỷ ", 120 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,30m,2,16.0415679,108.1813377
" Đường Bàu Năng 11, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,68 tỷ ", 60 m2,Tây Nam,Nhà trong hẻm,---,4m,15m,2,16.0645641,108.1700795
" Đường Lê Vĩnh Huy, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,5 tỷ ", 50 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,17m,3,16.0443388,108.2192308
" Đường Hoàng Hoa Thám, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 4,2 tỷ ", 50 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,17m,3,16.0679058,108.2104343
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,95 tỷ ", 55 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,1m","13,5m",3,16.0638683,108.1919701
" Kiệt 47 Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 1,95 tỷ ", 40 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,2,,
" 269 Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 3,68 tỷ ", 102 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",20m,3,16.0504729,108.1804546
" Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,6 tỷ ", 100 m2,_,Nhà mặt tiền,---,---,---,2,16.0241244,108.2171347
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,5 tỷ ", 34 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,5m,3,16.0533557,108.1853664
" Đường Thái Thị Bôi, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,45 tỷ ", 61 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",11m,---,,
" Đường Lê Thạch, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 5,2 tỷ ", 90 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,2,16.0549152,108.1724385
" Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,87 tỷ ", 64 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,16m,2,16.0626272,108.1551446
" Đường Phùng Chí Kiên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,4 tỷ ", 75 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3,16.0775276,108.1653082
" Đường Phùng Chí Kiên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,4 tỷ ", 87 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3,16.0775276,108.1653082
" Đường Đồng Lợi, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 70 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,11m,3,16.0446188,108.187986
" Đường Vũ Quỳnh, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,6 tỷ ", 75 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,---,16.0759048,108.1762589
" Đường Lê Độ, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 1,95 tỷ ", 30 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,,
" Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 5,4 tỷ ", 60 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,10m,4,16.078156,108.2150772
" Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 2,25 tỷ ", 140 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,25m,---,16.0392505,108.1852671
" Đường Trần Cao Vân, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 9,4 tỷ ", 81 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","17,8m",3,,
" Đường Nhơn Hòa 18, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 2,79 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,25m,---,,
" Đường Lý Thái Tông, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 10 tỷ , 125 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2,16.0725407,108.1739524
" Đường Mai Xuân Thưởng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,5 tỷ ", 83 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,12m,2,16.0635732,108.1924076
" Đường Phú Lộc 1, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,95 tỷ ", 77 m2,Đông Bắc,Nhà mặt tiền,---,5m,16m,3,16.0751789,108.1679273
" Đường Trần Quý Khoách, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,999 tỷ ", 80 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3,16.0768743,108.1613001
" Đường Lê Thiệt, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,59 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,3,16.0825005,108.1603489
" Đường Nguyễn Giản Thanh, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,55 tỷ ", 70 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,2,16.0567916,108.1853711
" Đường Phú Xuân, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,5 tỷ ", 75 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3,16.0734017,108.1648473
" Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 7,8 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.0631819,108.1848702
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,88 tỷ ", 62 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,16.0583615,108.1683251
" Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,97 tỷ ", 62 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",11m,3,16.0687479,108.1683392
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,3 tỷ ", 60 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,12m,2,16.0583615,108.1683251
" Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,35 tỷ ", 62 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,2,16.0617598,108.1870898
" Đường Nguyễn Tri Phương, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 3,28 tỷ ", 65 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,77m",14m,---,,
" Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,1 tỷ ", 79 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",17m,3,16.0843185,108.2200094
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,75 tỷ ", 61 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",12m,3,16.0638683,108.1919701
" Đường Ngô Thì Nhậm, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,4 tỷ ", 75 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,3,16.0707892,108.1570508
" Đường Ngô Chân Lưu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,25 tỷ ", 60 m2,Tây,Nhà trong hẻm,---,4m,15m,3,16.0604801,108.165628
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,6 tỷ ", 63 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,3,16.0638683,108.1919701
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,8 tỷ ", 60 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,10m,3,16.0596637,108.1753966
" Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 2,4 tỷ ", 68 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,16m,2,16.0720556,108.1787232
" Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 4,59 tỷ ", 85 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,17m,3,16.0660304,108.182963
" Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,45 tỷ ", 60 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,3,16.082347,108.1569255
" Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,25 tỷ ", 79 m2,Tây Bắc,Nhà trong hẻm,---,5m,16m,---,16.0631819,108.1848702
" Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 1,59 tỷ ", 72 m2,Tây Nam,Nhà trong hẻm,---,---,---,---,16.0392505,108.1852671
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,2 tỷ ", 60 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m",16m,---,16.0638683,108.1919701
" Đường Bùi Tá Hán, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,5 tỷ ", 60 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",17m,2,16.0317844,108.2443437
" Đường Trung Lương 6, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,45 tỷ ", 110 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,2,15.9970296,108.2144882
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng", 25 tỷ , 96 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",22m,4,16.0698397,108.2115701
" Đường Nước Mặn 2, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,3 tỷ ", 95 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,q9m,2,16.0217255,108.2443651
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 27 tỷ , 123 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,"17,5m",2,16.0493796,108.2207225
" Đường Đa Mặn 14, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,95 tỷ ", 81 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,2,16.0293027,108.2435139
" Đường An Mỹ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 56 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,4,16.0644931,108.2310416
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 10,2 tỷ ", 114 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,28m,3,16.0564139,108.2085306
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 12 tỷ , 81 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,3,16.0434474,108.2173735
" Đường Kỳ Đồng, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 10,5 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,16.0699327,108.1866018
" Đường Huy Du, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 15 tỷ , 114 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,3m",18m,2,,
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 10,2 tỷ ", 114 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,29m,3,16.0564139,108.2085306
" Đường Nguyễn Văn Huề, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng", 5 tỷ , 83 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,3,16.0690991,108.1765516
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,2 tỷ ", 110 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,3,16.0257227,108.2439839
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 13 tỷ , 81 m2,Tây,Nhà mặt tiền,---,"4,5m",18m,3,16.0434474,108.2173735
" Đường Trung Lương 7, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,7 tỷ ", 110 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,2,15.9980558,108.213865
" Đường An Trung 5, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 3,5 tỷ ", 50 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,10m,2,16.0529869,108.2362614
" Đường Thanh Lương 6, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 8,2 tỷ ", 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,20m,2,16.0080294,108.2294252
" Đường Hồ Trung Lượng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,75 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4,16.017943,108.2323619
" Đường An Trung 5, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 3,7 tỷ ", 50 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,10m,2,16.0529869,108.2362614
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 3,45 tỷ ", 57 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,3,16.0751042,108.2073603
" Đường Võ Trường Toản, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,18 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,2,16.0799284,108.2295597
" Đường Bùi Dương Lịch, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,6 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,3,16.0894787,108.2293304
" Đường Trần Phú, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 18,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,16.0612328,108.2231639
" Đường An Thượng 19, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,25 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,12m,2,16.0496147,108.2402526
" Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 2,5 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,12m,5m,2,16.0633931,108.2362933
" Đường Phan Chu Trinh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 2,19 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",12m,3,16.0595122,108.218772
" Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,8 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3,16.0490211,108.239116
" Đường Phan Bôi, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,5 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3,16.0690147,108.2352154
" Đường Đoàn Nhữ Hài, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,9 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,3,16.0631864,108.192029
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 3,6 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,3,16.0751042,108.2073603
" Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 2,95 tỷ ", 63 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3,16.0392505,108.1852671
" Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,4 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,3,16.0843185,108.2200094
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 3,45 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3,16.0656447,108.2017156
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,75 tỷ ", 81 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,2,16.0638683,108.1919701
" Đường Nguyễn Sơn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 8 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,16.0309023,108.2296002
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,95 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,1m",---,3,16.0638683,108.1919701
" Đường Hải Phòng, Phường Tân Chính, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 71 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3,16.0720397,108.2156756
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 2,65 tỷ ", 51 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3,16.0698397,108.2115701
" Đường Lê Duẩn, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 4,05 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3,16.071472,108.2211764
